ID	 TEXT	 HUMOR	 MISTRUST/MISINFORMATION	RELIEF/DOWNPLAY	 CONCERN	
5716ccd0d3d9350dfe1bc82a	Oh Good: Congress Can’t Even Agree to Protect the US From Zika https://t.co/wKYEQ9g31C https://t.co/ZZLmWLCICo	0	0	0	1	 
5716d64ad3d9350dfe1bcb52	@kroganqueen @brynn__ @agentgnocchi omg... what's the most comfortable illness we could collectively catch. what's Zika virus	1	0	0	0	 
5716d85dd3d9350dfe1bcc61	"Pacific athletes may have spread Zika to Brazil during canoe race, experts say. @bindibryce https://t.co/ic6uI7ZsSR https://t.co/bMDOaNE3W0"	0	0	0	1	 
5716cd53d3d9350dfe1bc853	"@ruzkin I was like 'why?' and then OH ZIKA VIRUS. Don't worry, at the pace of publishing, it will be forgotten by the time my book comes out"	0	0	1	0	 
5716cc62d3d9350dfe1bc802	The Fear Of Zika https://t.co/BkjULvXkTB	0	0	0	1	 
5716df65d3d9350dfe1bcebc	#Fightingforus sponsored by @visa @GoldmanSachs https://t.co/V8X1qVh9Mq	0	0	0	0	 
5716d84fd3d9350dfe1bcc11	#mosquito #health 15-WATT Type F Stinger Insect Killer White Light Bug Zapper Replacement B... https://t.co/aoXhB4LUrR #zika #news #virus	0	0	0	0	 
5716d2bdd3d9350dfe1bca1c	LEADING already!! #MadamPresident #ImWithHer https://t.co/9gielIqnOc	0	0	0	0	 
5716dca4d3d9350dfe1bcdea	#ZIKA Mutations in a virus can either be : Benign; Neutral or Negative. i.e. They become more dangerous/virulent.	0	0	0	1	 
5716d850d3d9350dfe1bcc34	"#pharma24 Zika Virus in Babies Poses Ethical, Health Challenges for Society - Cornell University The Cornell D... https://t.co/oiCB1EIHlH"	0	0	0	1	 
5716d7f2d3d9350dfe1bcbc9	White House Allocates Nearly 600 Million to Zika Fight - People Magazine	0	0	1	0	 
5716d84fd3d9350dfe1bcc20	"#jobs # #Climate change to enhance spreading of Zika, other viruses: #PARIS: As Europe and the Un... https://t.co/dLx9Xadf88"	0	0	0	1	 
5716d850d3d9350dfe1bcc24	Terrorists are threatening attacks on beaches. Wasn't the Zika Virus enough?!	0	0	0	1	 
5716d11cd3d9350dfe1bc990	Southern Nevada Health District now actively monitoring for mosquitos that carry Zika https://t.co/QTq8cFAhTJ	0	0	0	1	 
5716dd52d3d9350dfe1bce14	@MiixeRCS you have rickets and look like a zika victim	0	0	0	0	 
5716cdc8d3d9350dfe1bc877	"Seriously, how stupid are ppl. it's one thing if you wanna travel but going to high risk countries when pregnant? 🔫 https://t.co/pWoDXTaVxJ"	0	0	0	1	 
5716e1b5d3d9350dfe1bcfc6	.@Dr_JamesLogan details the complexity of breeding sites for #Zika virus vectors. @UCL @LSHTM https://t.co/M3FmkG8yeV	0	0	0	0	 
5716d84dd3d9350dfe1bcc06	Preparing for Zika Virus as Mosquito Season Looms https://t.co/jgV78aCwqv via @DrOz	0	0	0	1	 
5716cb74d3d9350dfe1bc78a	Factbox: Why the Zika virus is causing alarm - Reuters https://t.co/s7XU4fMMQH	0	0	0	1	 
5716cc29d3d9350dfe1bc7e8	#Canada. #Vancouver Island resident tests positive for #Zika virus https://t.co/lb1VAfAuyL	0	0	0	1	 
5716d84fd3d9350dfe1bcc1c	"Luckily, due to the elevation in Laramie, we are safe from the Zika Virus. #PSA"	0	0	1	0	 
5716d84cd3d9350dfe1bcc00	This is Obama slush fund money. They are shucking and jiving us again. https://t.co/ezShHXpMzv	0	1	0	0	 
5716d81bd3d9350dfe1bcbd2	White House: Fight Zika or regret it h0ttps://t.co/Z3qDBn5UGo #Ghostbusters #GIFparty #Biathlon #Hitlerdroge #WorldBookDay	0	0	0	1	 
5716c9e6d3d9350dfe1bc700	Investing in America's Health: A State-by-State Look at Public Health Funding an... #Zika https://t.co/3oW997k0vC	0	0	0	0	 
5716dd81d3d9350dfe1bce20	"#ZIKA #RIO2016 Most of the athletes will arrive at least 10 days before their first qualifying heats. Need to acclimatise, prepare etc."	0	0	0	1	 
5716d837d3d9350dfe1bcbd9	Small talk about the weather turns into discussion on global warming &amp; the Zika virus. I suspect the check-out clerk was having a bad day.	0	0	0	0	 
5716d0d0d3d9350dfe1bc973	Probably because they don't understand the science. https://t.co/5e4d4doEJY	0	0	0	0	 
5716cd8ad3d9350dfe1bc861	Glad we passed on that trip to Puerto Rico. Thanks for sharing the video from today https://t.co/GcnaR6AVkD	0	0	1	0	 
5716e26ed3d9350dfe1bd02a	[MedNews] This is what the Zika virus looks like close up – probably https://t.co/WqGJvRLTr4 #MedNews	0	0	0	0	 
5716e164d3d9350dfe1bcfa3	@glennbeck is it possible that he has a variation of the Zika virus?	0	0	0	0	 
5716d84fd3d9350dfe1bcc16	"Im peaking like the Zika virus, I was only trying to make it back to Coney cause I shot Cyrus. #BronxSlang #goodhealth"	0	0	0	0	 
5716dc49d3d9350dfe1bcdc8	@ZikaWolfy hang in there Zika -sends hugs-	0	0	1	0	 
5716ce4cd3d9350dfe1bc897	"Doctors Link Monsanto Pesticides, Not Zika, To Birth Defects https://t.co/otFbms18S1 via @@Healthfreedoms"	0	1	0	0	 
5716d84fd3d9350dfe1bcc13	"I know it doesn't work this way, but imagine Strider getting Zika virus during OiRioPro &amp; commentating the rest of the season w tiny head."	1	0	0	0	 
5716cefad3d9350dfe1bc8dd	@sydotra @ManagerGeorgery I have Zika now thank you	0	0	0	0	 
5716d00bd3d9350dfe1bc93f	"Judging by Americans love for #Trump2016, it looks like most are infected already #tinyheads #ZikaVirus https://t.co/lVu7k8c3jZ"	0	1	0	0	 
5716cbc1d3d9350dfe1bc7bc	"So, whilst being eaten alive by mosquitos (which almost undoubtedly carry zika) I made my way back home with one bag at a time. I will not"	1	1	0	0	 
5716d861d3d9350dfe1bcc6c	#Health – Vietnamese health authorities report first cases of Zika virus… – FMW https://t.co/8v9t1wCzCx	0	0	0	1	 
5716d85cd3d9350dfe1bcc5f	#mosquito #health Black Flag BB-40WHT 40-Watt Replacement White Bulb White(bug zapper bulb)... https://t.co/W9hXXsOW4C #zika #news #virus	0	0	0	0	 
5716d859d3d9350dfe1bcc59	THE AEDES MOSQUITO ENTERS CHILE AND TURNS ON ZIKA ALARM https://t.co/7mGAsOExaV	0	0	0	1	 
5716d850d3d9350dfe1bcc2a	"Could fetal epigenetic changes in pregnancy and placenta affect risks for preterm labor, preeclampsia, Zika? https://t.co/6ZqlyDEBfB #Zika"	0	0	0	1	 
5716ceb3d3d9350dfe1bc8bd	Green Cross Signs MOU with International Vaccine Institute for Zika Virus Vaccine https://t.co/Ztf9cd6edm	0	0	1	0	 
5716d277d3d9350dfe1bca0a	I always hated #Zika virus 'cause it's comin' to #Wisconsin.	0	0	0	1	 
5716cb31d3d9350dfe1bc770	How contagious is Zika compared to other diseases? Here's how researchers figured that out. https://t.co/kK3W3bVJF8 via @voxdotcom	0	0	0	1	 
5716e2b4d3d9350dfe1bd044	MD health workers to attend Zika awareness course. https://t.co/7l4drdzEne https://t.co/Md3w2bYYR6	0	0	0	0	 
5716e2f2d3d9350dfe1bd05e	Zika: Crisis or Sentinel Event? https://t.co/O19vSBHYvI	0	0	0	1	 
5716db56d3d9350dfe1bcd7a	"#Zika threatens 300 million people in the Americas, and approximately 5 million babies each year. #pregnancy #USA https://t.co/DS1aE5nvUR"	0	0	0	1	 
5716cd34d3d9350dfe1bc84d	When are we going to learn that Harper and Werth's beards are the source of US born Zika virus? #mlb #nats #mets #lgm	0	1	0	0	 
5716d825d3d9350dfe1bcbd6	"Column: ""Zika Is a Delayed Epidemic"" by Julie Beck https://t.co/aWhs1fFgJh"	0	0	0	1	 
5716ddf0d3d9350dfe1bce34	"Congrats, Your Vaccine Works; Now, Who Will Buy It? https://t.co/kWUvvfc89m $JNJ $GSK $EBS $AZN #BiotechForum16 #pharma #Ebola #Zika #NIH"	0	0	0	0	 
5716d84ad3d9350dfe1bcbfa	@trump2016fan @BlissTabitha @FoxNews I heard that there are 30 states with the Zika virus now and it has come from S. America~We need DJT	0	0	0	1	 
5716d848d3d9350dfe1bcbf5	"#BIEI patented treatment methodology can be effective in treating Zika, Dengue and other serious viruses#pennystockshttp://buff.ly/1Sy9VKn"	0	0	1	0	 
5716e0d4d3d9350dfe1bcf51	"""Zika Virus Psyop Back In the News - CDC Now Claims """"Scarier Than We Initially Thought"""" https://t.co/u3hwF7tPNk"""	0	0	0	1	 
5716daedd3d9350dfe1bcd56	#greensboro Our Opinion: Zika action needed https://t.co/jvEVSdzKqX	0	0	0	1	 
5716c702d3d9350dfe1bc615	Retweeted Abrar Ahmad Chughtai (@doctorahmad75): Unprecedented push to keep Zika virus out of southeast... https://t.co/fs61FUDP6D	0	0	0	1	 
5716d0d3d3d9350dfe1bc975	But the Zika virus is true😂😂	0	0	0	0	 
5716d335d3d9350dfe1bca52	"@WIRED They will ""fight"" zika as they are ""fighting"" Daesh/ISIS?"	0	0	0	1	 
5716d765d3d9350dfe1bcba0	"@TDBank_US zika, raw sewage, air pollution, and political riots, where do I signup 😏"	1	0	0	0	 
5716d7efd3d9350dfe1bcbc8	rapid diagnostics and surveillance of pika at MIT https://t.co/GtSP6ooOQq	0	0	1	0	 
5716e2a8d3d9350dfe1bd040	Zika can infect men too. Sexual transmission key to infection. Fever and rash. #ZikaVirus	0	0	0	1	 
5716e117d3d9350dfe1bcf71	Cracking the Zika mystery https://t.co/kG8dzN0tmM	0	0	0	0	 
5716d850d3d9350dfe1bcc21	motherboard: Is this how we'll stop Zika? https://t.co/IN1PeZVk6M https://t.co/MUTqBNaZ0l	0	0	0	1	 
5716e0cdd3d9350dfe1bcf4c	"@WillemLafluer It's my understanding if ya ain't pg.,Zika is nothing2worry about.Could help welfare roles by keeping illegals from breeding"	0	0	1	0	 
5716d0afd3d9350dfe1bc969	Logan Desormeaux has the Zika virus!😷	0	0	0	0	 
5716d946d3d9350dfe1bccd8	#MakeTvShowsEvil Zika: Warrior Princess @midnight #pointsme @MustBeTheMeds	0	0	0	0	 
5716cc63d3d9350dfe1bc804	MORE PORK ! I'm pretty sure CDC had plenty of money already !! Maybe they could Stop their study of Guns and Health! https://t.co/MFM28VHFwE	0	1	1	0	 
5716d2efd3d9350dfe1bca31	Always this. #prepared #serious #wonky #ImWithHer https://t.co/zv9JoQaAPE	0	0	0	0	 
5716d85ad3d9350dfe1bcc5a	Artificial intelligence to help with Zika predictions https://t.co/CDVXj2XtUP #digitalhealth #AI	0	0	1	0	 
5716d868d3d9350dfe1bcc78	"Recently on substition: economics as astrology, Zika, wind &amp; solar, supermassive black holes, sea-level rise, MRSA https://t.co/TMSpRW6lFV"	0	0	0	0	 
5716dfdfd3d9350dfe1bcef5	@Sebfranc3459 @marie34 @Classe_Inversee in Leonard District we don't have any problems with zika or any other mosquito ;-)	0	0	1	0	 
5716ceacd3d9350dfe1bc8bb	https://t.co/ncMMitp5oV Retweeted https://t.co/rZsFHOCjDT	0	0	0	0	 
5716dab9d3d9350dfe1bcd47	"@MSFsci @bmj_latest So,do we take what CDC says as Gospel or is root causes tree still required for understanding #microcephaly/#zika?"	0	1	0	0	 
5716cf6dd3d9350dfe1bc903	How do you even catch Zika	0	0	0	0	 
5716d32ed3d9350dfe1bca4b	Does it use its own polymerase or the host's? Too lazy to search pubmed! https://t.co/6YK2PCpiXo	0	0	0	0	 
5716e2e4d3d9350dfe1bd057	@GlobalBioD Vietnam has at least 154 species of mosquitoes. How many could be vectors for Zika+ ? Country Population 91.7 million...	0	0	0	1	 
5716cdc2d3d9350dfe1bc873	Anyone needing to have their happiness &amp; joy cut short? Read away! You can thank me later. https://t.co/sIEFbpvioS	1	0	0	0	 
5716d482d3d9350dfe1bcaae	"Prob just got Zika from my first mosquito bite, so Tuesday's cool, I guess."	0	1	0	0	 
5716da66d3d9350dfe1bcd2e	Zika Not a Worry for Pregnant Women in US https://t.co/IjhpXST3Xd	0	1	1	0	 
5716d303d3d9350dfe1bca3c	"Small Bug Just Got Near My Computer Screen &amp; All I Could Think of Was "" Zika Virus ! """	0	0	0	1	 
5716ca62d3d9350dfe1bc72b	@dailynation Zika in the US. @CDCgov says avoid pregnancy. The right wing nut faux Christian Right goes ballistic. #NoAbortions allowed.	0	0	0	1	 
5716e21bd3d9350dfe1bd004	I'm sure the people that have zika touched that trophy 🙄 wah	0	0	0	0	 
5716d850d3d9350dfe1bcc2d	Scientists in Singapore identify potential way to tackle Zika virus spread https://t.co/gw2p5BlQDU	0	0	1	0	 
5716d850d3d9350dfe1bcc2b	CDC Hosts Zika Action Plan Summit in Atlanta	0	0	0	0	 
5716c81cd3d9350dfe1bc672	#Zika is extremely good at mutating https://t.co/cDOD9bj0Ji via @HPLifestyle @cellhostmicrobe	0	0	0	1	 
5716d861d3d9350dfe1bcc6b	How to Read the Latest Zika Vector Genome Chart https://t.co/zf1yypNUh2 #science	0	0	0	0	 
5716d898d3d9350dfe1bcca4	Scientists Recommend Zika Research Plan: An international group of vaccine researchers is proposin... https://t.co/bldjhrhoEU #mayoclinic	0	0	0	0	 
5716d3b0d3d9350dfe1bca75	I hope my friend @BugDoc100 is one of them! If not she should be @HillaryClinton https://t.co/5GuFX5YTIo	0	0	0	0	 
5716cc2dd3d9350dfe1bc7ed	Here's an important reminder of what pregnant moms need to know about the Zika virus: https://t.co/9BtYG8dh0f https://t.co/6pT1nu09MZ	0	0	0	1	 
