ID	TEXT	HUMOR	MISINFORMATION	DOWNPLAY	CONCERN
57157e6ed3d93545f1e52a62	Top Obama doc Fauci to Congress on Zika funding Act #now Today s Top Supply Chain and Logistics News From WSJ Ob https://t.co/13r9z93Jv6	0	0	1	0
5715971ad3d93545f1e536ba	Zika threat refuses to subside, USA up in arms to combat virus - Economic Times https://t.co/mGuwljLIhn	0	0	0	1
57159b36d3d93545f1e53809	#Pregnancy #Pregnant Will getting Zika permanently raise a woman's pregnancy risk?: It's a quest... https://t.co/OnU17sKszD #WomensHealth	0	0	0	1
5715818dd3d93545f1e52c12	@shalomshuli question. Are small head, zika baby jokes cool? Like... "I like my beer like a zika baby.....a little head".	1	0	0	0
57157cf4d3d93545f1e52898	Contrary to our doomsday scenarios, the health sector in Ug is praised in this article for cutting edge research: https://t.co/XgescwHQTy	0	0	1	0
57158fced3d93545f1e533ff	Please tell me that baby is aright hopefully please be aright https://t.co/fSqd5XikRl	0	0	0	1
57159bb8d3d93545f1e53831	You must pick up when the white people from the northen suburbs call you, wena! https://t.co/P7Kyqe5RNd	0	0	0	0
57159dc8d3d93545f1e538af	With mosquito season around the corner, local concern grows for dreaded Zika virus https://t.co/MlHAZL2TPu #NorfolkMA	0	0	0	1
57159fb2d3d93545f1e53950	@GroupBaud Recent statements about the current Zika+ pandemic by various "leaders" remind me of the movie "Idiocracy".	0	0	0	1
57159ab3d3d93545f1e537e2	Microcephaly in Brazil: confidence builds in Zika connection https://t.co/NGDTrUfEyU	0	0	0	1
5715761dd3d93545f1e524fd	Alert - Zika Virus in Belize - Local transmission of Zika virus infection (Zika) has been reported. Local trans... https://t.co/oktjd13vo2	0	0	0	1
57158023d3d93545f1e52b36	*Mom accidentally let's in a mosquito* Dad: "Great now we are all going to get the Zika virus."	0	1	0	1
57157ef7d3d93545f1e52a99	https://t.co/YXjFEg2dWm N.J. lab prepares for Zika testing of residents who visited affected areas #PHILLYnow https://t.co/CTwsUcXhNm	0	0	0	1
57159ba9d3d93545f1e53829	Zika test for donated blood given green light by FDA https://t.co/3g1wKaMN9b https://t.co/p1EGrndwmr	0	0	1	0
571587b8d3d93545f1e52fb5	Good that the Senate Dems pushed for #Zika funding today -- but it shouldn't be a partisan issue. https://t.co/5Ai6Ce0UsN	0	0	1	0
57158dd9d3d93545f1e53313	@DaveinTexas watch out for Zika !	0	0	0	1
57157d3cd3d93545f1e528ff	#KenyaMedicalNews New York City to Spend Over $14 Million to Fight Zika Virus - Wall Street Journal... https://t.co/tsOxlP0pOr #AfyaKenya	0	0	1	0
5715841bd3d93545f1e52db4	The Government Did It 🙄 https://t.co/67R3ypyT1G	0	1	0	0
57157e24d3d93545f1e52a45	#Health Mosquito control efforts take new tactics with Zika threat https://t.co/WlW5x4EUeA https://t.co/qy0v8sPqlJ	0	0	1	0
57157bf4d3d93545f1e527cc	Brazil is suffering triple whammy of economic, health (zika) and political crisis - but Olympics seem on track: https://t.co/VEhpG4vioS	0	0	0	1
57158624d3d93545f1e52ec5	|The Agenda: Teacher turnover increases under incentive program; Zika in S.C.?; Pricey recycling:… https://t.co/hwcXf7mPd9 || @chasCityPaper|	0	0	0	1
57159c2fd3d93545f1e5384c	Scientists Fighting Zika Vow To Stop 'Parachute Research,' Share Discoveries Quickly And Widely https://t.co/5q2h9OG87U	0	0	1	0
571598a7d3d93545f1e53742	Wondering how the Korean face:body Golden Ratio accounts for Zika babies... D:	1	0	0	0
57159b62d3d93545f1e53813	Zika virus: who is at risk, is there a vaccine, how does it spread and more https://t.co/TT58ghZquA	0	0	0	1
57158e8cd3d93545f1e5335f	@Ernesto_F_M lol you don't gotta be pregnant to get zika, just when you got kids they heads might be small	1	0	0	0
57159db8d3d93545f1e538a9	British Columbia #Zika Cases Increase To Seven Map Update #microcephaly https://t.co/pnYCxzXQUg	0	0	0	1
5715928ad3d93545f1e53547	Fuckin zika bit my girl !!!! @KHOU @alemmarie	0	0	0	1
5715844dd3d93545f1e52dd7	@JohnsHopkinsSPH: That’s important not only for Dengue, but also for a related virus: #Zika." https://t.co/Nd7c43lV9C"	0	0	0	0
571597e1d3d93545f1e536eb	Meanwhile 2 major quakes, a presidential primary, ISIS, ZIKA, ⬆️ troops in Iraq...But yeah, this seems newsworthy https://t.co/L0oDdygEJp	0	0	0	1
57158f03d3d93545f1e533ad	Zika mosquito found in Chile &gt;&gt; https://t.co/NVu6l1PuAs #Zika https://t.co/W1oMldwotn	0	0	0	1
5715983fd3d93545f1e53711	What with Zika spread? Let African Governments set against in advance.otherwise deadly epidemia in latine America.Are we far from there?	0	0	0	1
57158156d3d93545f1e52be0	So are we just boutta act like summer isn't around the corner and ignore the fact that theirs no cure for zika?.. 😐	0	0	0	1
57159f37d3d93545f1e5391a	Today, I'm sitting the back yard on FIRE. Something has to kill these little Zika carrying bastard freaking mosquitoes. They gotta go. 😂	1	0	0	1
57157686d3d93545f1e52532	9 Zika Virus Facts You Should Know About https://t.co/VbwC7NADGr	0	0	0	0
5715849fd3d93545f1e52dfa	Some #ZikaVirus news: The White House significantly increased its request for funding for a Zika vaccine. https://t.co/pVBlUcCY3l	0	0	0	0
57159239d3d93545f1e53519	Stories like Zika virus show the need for better ways to test, check blood &amp; huge potential of co's like Theranos. https://t.co/lboJ0XWkPw	0	0	0	1
57159f4ed3d93545f1e53924	Colombia says nearly 3,200 pregnant women have... https://t.co/AWy4xwX57x	0	0	0	1
5715877fd3d93545f1e52f99	@DerekKingOnline Their talking about the zika virus	0	0	0	0
57159a62d3d93545f1e537bf	The Zika Advice Paper is out! https://t.co/DhX3O7Uxzg Stories via @heidi5969	0	0	0	0
5715988cd3d93545f1e53732	Makia :v https://t.co/RzCsA5irfg	0	0	0	0
57158169d3d93545f1e52bed	What would be really fucked up, is if it turned out ZIKA actually COULD be spread through the internet.	0	1	0	0
57157aa1d3d93545f1e52730	A look at ZIKA: Expectant mom probes CARPHA head: https://t.co/NzkDnCIfg8 via @YouTube	0	0	0	0
5715a1d0d3d93545f1e539f3	Omg stop 😂 https://t.co/yAaUc9tG9z	1	0	0	0
57157d4bd3d93545f1e52915	DTN Libya Unrest: US Senate Democrats Demand Republicans Pass Emergency Zika Funds: More than 40 U.S. Senate D... https://t.co/J20KOt00Nq	0	0	0	1
57158a70d3d93545f1e53136	I'm out wtf https://t.co/jiajOmK6Cx	0	0	0	1
57159b2ed3d93545f1e53806	Between politics, Zika and poor ticket sales, the Rio Olympics may be in trouble https://t.co/n0YR4PAZ61 #Rio2016 https://t.co/lHBfl3o1GO	0	0	0	1
57159ef3d3d93545f1e53903	how dogs - that's right dogs, may help to fight Zika https://t.co/NrQiZfGsf6	0	1	0	0
5715793bd3d93545f1e5266d	Chile discovers Aedes aegypti for first time since 1963 #Zika https://t.co/aKcv3mN0qD	0	0	0	1
571576b0d3d93545f1e52546	Health official: Zika not worry now for pregnant women in US.. Related Articles: https://t.co/7johFo5rV2	0	1	0	0
571578bcd3d93545f1e52642	Mosquito-borne Diseases Affecting Travelers #bugrepellent #zika #bmrtg #noseeum #mosquito https://t.co/Y4UO9ZmVxQ https://t.co/5oqq6RfpCt	0	0	0	1
57159e9ed3d93545f1e538eb	Happy birthday sloot! Hope don't get Zika! https://t.co/oHUh5vzeST	0	0	0	1
571582fad3d93545f1e52d13	How Contagious Is Zika? https://t.co/28QwdYXbCS	0	0	0	1
571598a3d3d93545f1e53739	#itweetFEEDS Jill Duggar Pregnant With Twins, Faces Zika Virus Risk: 19 Kids And Counting Sla... https://t.co/oQaqkXckNb #ff @itweetFEEDS	0	0	0	1
57158f09d3d93545f1e533b2	How Monsanto Got Stung By a Zika Virus Conspiracy Theory https://t.co/CkQU1TnT6A	0	0	0	0
57159493d3d93545f1e535f2	#mosquito #health 1×Solar Hexagonal Electric Shock Mosquito Lamp House Drive Midge Insect L... https://t.co/lJRmetVEJe #zika #news #virus	0	0	0	0
57158092d3d93545f1e52b6d	Getting eaten alive by mosquitos right now. So glad zika isn't up here 🙌🏼	0	0	1	0
57157f15d3d93545f1e52ab1	This interview: https://t.co/GkAy38gWWw TY, Paul. #crispr #zika #georgechurch	0	0	0	0
57159f71d3d93545f1e53933	@Iiamf haha lol liam (Azpily) ur so funny bro haha can't stop laughing lol haha!!1!!! Get zika u bald poof	1	0	0	0
571589b1d3d93545f1e530d1	Tracking #Zika's Evolution. #virus #virology https://t.co/NVpKPcGlZK	0	0	0	0
57159c82d3d93545f1e5385d	Women Health... USA's year plan to tackle Zika, will it work? - TheHealthSite https://t.co/claOp9EonP	0	0	0	1
5715a205d3d93545f1e53a01	@Zika_News GM mosquitoes will not suffice re. Zika. Like a drop of water in a swimming pool. They will quickly get overwhelmed...	0	0	0	1
5715818ad3d93545f1e52c0f	April 25 Dr. Roger Nasci speaks on the Zika virus and impact of vector mosquitos. 7-8:00 p.m. RSVP (847) 673-9300. https://t.co/x9KRQeAMxi	0	0	0	0
5715a175d3d93545f1e539d9	lmaooooo aww https://t.co/kxNpRK7QgG	1	0	0	0
5715a121d3d93545f1e539c3	5 Reasons to Think the Zika - New York Times	0	0	0	0
