ID	 TEXT	 HUMOR	 MISINFORMATION	 DOWNPLAY	 CONCERN
57099d6174fece14e93e7cb4	. @WHO makes it official - #Zika causes #microcephaly and Guillain-Barre syndrome. Full story: https://t.co/fVYFqFlxxU	0	0	0	0
57099d6874fece14e93e7cb6	#Trap developed for mosquito that transmits Zika - Science Daily https://t.co/SSBONvLMAv	0	0	0	0
57099d6d74fece14e93e7cb8	Be sure to check out @PeterHotez's OpEd in @nytimes today...#Zika is coming... https://t.co/NsZdVN1KY6	0	0	0	0
57099d6e74fece14e93e7cb9	Don't miss @PeterHotez @nytimes plain speaking OpEd on Zika. Maybe Congress will move on 1.9b: global is local https://t.co/kgslkRZPVB	0	0	0	0
57099d8574fece14e93e7cbe	|"Zika Is Coming" @nytimes || @PeterHotez speaking at #CUGH2016 https://t.co/V91mwiZOKR|	0	0	0	0
57099e0274fece14e93e7cce	Study shows that mutation of Zika is the cause of microcephaly - GP1 https://t.co/xUmWzg2R59	0	0	0	0
57099e1974fece14e93e7cd4	#Tips4EyeDocs Application of novel alignment-free sequence descriptors in Zika virus characterization https://t.co/Gq7AmM5lEV	0	0	0	0
57099e4374fece14e93e7cd9	#Genome #DNA Each of the coloured lines is a fragment of #Zika's three #Chromosomes... https://t.co/HjLDbO9Otk https://t.co/4zyWxx1H8X	0	0	0	0
57099e7f74fece14e93e7ce3	Zika linked to abnormal pregnancies, fetal death, new research finds https://t.co/DRK5dNNtKE	0	0	0	1
57099e8b74fece14e93e7ce6	Zika virus Diseases News in United States – Concord Daily Science - Daily Star Gazette https://t.co/K2Fthkppqf	0	0	0	0
57099edf74fece14e93e7cf5	How Zika Virus Causes Microcephaly, A New Model for Cell Communication, Differentiate https://t.co/4izrlNCvfI https://t.co/N87e5eapaZ	0	0	0	0
57099eb274fece14e93e7ced	D.C. Week: FDA Warns on Diabetes Drugs, White House Shifts Ebola $$ to Zika https://t.co/yDFlbWzvVY https://t.co/0teKn8NpkO	0	0	0	0
57099eb674fece14e93e7cee	https://t.co/n4zvBoPvIE (LV.10) How to Read the Latest Zika Vector Genome Chart - Scientific American Blog Network https://t.co/Y1VftUY4oi	0	0	0	0
57099f4274fece14e93e7d06	Florida Steps Up Mosquito Control Effort In Fight Against Zika Virus: As the number of Zika virus infections i... https://t.co/0M83M2taTS	0	0	1	0
57099f2374fece14e93e7d00	https://t.co/r9BvxxrWZy Mosquito Plagues linked to Global Warming : Devastating Effects of Climate Change. https://t.co/nGIpENGmyt	0	0	0	0
57099f2a74fece14e93e7d03	North Dakota mosquitoes to be trapped, tested for Zika virus: BISMARCK, N.D. (AP) - State health officials say... https://t.co/C2es0q4Wwf	0	0	0	0
57099fa174fece14e93e7d19	The esteemed Dr. @PeterHotez of @bcmhouston warning Zika is coming to the US, and we better be prepared https://t.co/xt9ehACR2G	0	0	0	1
57099f6374fece14e93e7d11	Pregnant in the Time of Zika : https://t.co/9tvnVPcUuE #businesstravel #travel	0	0	0	0
57099fde74fece14e93e7d26	@iPressThis @BoboDoobee @inabster @mrwolfeofficial @onetripp @loveangel412 @bendykoval Flat earth rapture zika movement isn't trending. Huh	1	0	0	0
57099fc074fece14e93e7d21	Vietnam reports first cases of Zika virus infection https://t.co/nbxoiGChfw	0	0	0	1
57099fc174fece14e93e7d22	Fighting the Zika virus with junked tires https://t.co/undHWcHLJt via @gizmag	0	0	1	0
5709a01174fece14e93e7d32	Belize may have exported two #Zika cases to the US https://t.co/6AmKdiezkJ	0	0	0	1
5709a01a74fece14e93e7d35	Ebola, Zika and now this hidden ‘time bomb’ https://t.co/qKfreMRlfa	0	0	0	0
5709a01674fece14e93e7d33	Always Scientific American teaches us about something that we didn't know... https://t.co/JPxDmzWuND	0	0	0	0
57099fdc74fece14e93e7d25	@WashTimes North Dakota mosquitoes to be trapped, tested for Zika virus #tcot https://t.co/3Ae95OZSkn	0	0	0	0
5709a02274fece14e93e7d37	Canadian researcher’s mosquito trap offers hope in fight against Zika spread: Globe and Mail… https://t.co/T4oMXLONPJ	0	0	1	0
5709a07174fece14e93e7d47	Osama Bin Laden raid exposed to the Zika Virus?	0	1	0	0
5709a09474fece14e93e7d55	Local Business Tackles Mosquito Zika Virus https://t.co/In1VvDJtdJ	0	0	1	0
5709a09174fece14e93e7d51	A powerful and important piece. Also, good to meet you this afternoon. https://t.co/iTOluytJPt	0	0	0	0
5709a0bc74fece14e93e7d65	@JodesRampage wait you ain't got Zika?😕 you bes chill	1	0	0	0
5709a04874fece14e93e7d3f	Canada issues crime, Zika Virus travel warning against Jamaica https://t.co/QpXLi0BQNw	0	0	0	1
5709a14a74fece14e93e7d7d	How To Be Proactive When It Comes To Dengue Fever, Chikungunya, Zika Virus https://t.co/TxQL8WF8Fz via @Inoreader	0	0	0	0
5709a08a74fece14e93e7d4f	[VIDEO] Zika virus kills cells involved in fetal brain... https://t.co/woLqguefwZ https://t.co/4idh93FhTn	0	0	0	1
5709a0f074fece14e93e7d70	@berlinbuggirl @Maxinflation Establishing Base Levels of Microcephaly in the US and the Gulf Coast States https://t.co/ulNuNxuxs3	0	0	0	0
5709a0c674fece14e93e7d68	Rio on schedule for Olympics despite Zika, political turmoil https://t.co/P4rnFBrdTW	0	0	1	0
5709a19d74fece14e93e7d85	There's New Evidence That The Zika Virus Can Cause Paralysis https://t.co/SHOC6QIOF6 #OTGNEWS	0	0	0	1
5709a22874fece14e93e7da1	White House: $589M to go to fight Zika virus: https://t.co/Cxa6bDhCht https://t.co/IvX71DrSxU	0	0	1	0
5709a1b674fece14e93e7d89	"That child got Zika virus right there"	0	0	0	0
5709a0d874fece14e93e7d6c	Zika Is Coming: Establishing Base Levels of Microcephaly in the US and the Gulf Coast States https://t.co/ulNuNxuxs3	0	0	0	0
5709a21c74fece14e93e7d9e	From the archives: an interview with Charles Zika of @uommedia on his journey to a history of emotions. #ThinkCHE https://t.co/xF4p4yTnkh	0	0	0	0
5709a20f74fece14e93e7d9c	Third case of Zika reported in Mississippi: As #Ebola flare-ups continue in West Africa, the… https://t.co/tRsbX3CniS	0	0	0	1
5709a12e74fece14e93e7d78	CDC Urges Mosquitos to Wear Tiny Condoms to Fight Zika Virus: ATLANTA, GA – During a landmark p... https://t.co/5de82KXqfm #medical #news	1	0	0	0
5709a29a74fece14e93e7e17	Marco Rubio supports $1.9 billion Zika funding proposal - https://t.co/UBI3NOgnrf via https://t.co/mSRsBkGatu	0	0	0	0
5709a2b874fece14e93e7e1f	Super cool! https://t.co/40r8qb1VNl	0	0	0	0
5709a2da74fece14e93e7e27	Someday we'll get smart and realize how much talent and ingenuity there is in Latin America. Cheap Zika control: https://t.co/oxTH4VZNlN	0	0	0	0
5709a27574fece14e93e7e0d	White House Taps Ebola Funds To Temporarily Stave Off Zika: The transfer, including $510 million previously ea... https://t.co/7b4rSLGH4f	0	0	1	0
5709a27674fece14e93e7e10	White House to spend $589M in Ebola funds to fight Zika: Officials also noted that the borrowed Ebola funds wi... https://t.co/S1gtU9GrCu	0	0	1	0
		8	2	17	21
