ID	 TEXT	 HUMOR/SARCASM	MISTRUST/ MISINFORMATION	 RELIEF/DOWNPLAY	 CONCERN	
57181801d3d9353ec352957b	More #zika tips https://t.co/arZLBW2o6j	0	0	0	0	 
57182df5d3d9353ec3529e25	"Fight Mosquitoes, Fight Zika, Be Aware #RespectForLife #HealthForAll https://t.co/lW3gkntAwu"	0	0	0	1	 
571820d5d3d9353ec35299a1	Case study: Zika virus causes stillbirth? https://t.co/M0frQM84Tn	0	0	0	1	 
571821d3d3d9353ec35299fb	I just got added to 3 Zika Virus Twitter lists. So there's that.	0	0	0	0	 
57181b93d3d9353ec35296a1	#Puerto Rico and the #Zika Virus – #PCMA Convene https://t.co/GcNxx7EcpV	0	0	0	0	 
57182d41d3d9353ec3529dbb	Zika virus - 2.2 m people at risk regions https://t.co/j6svc7MCrV	0	0	0	1	 
57181fefd3d9353ec3529937	#BMC Zika-associated mental health burdens: is little knowledge a dangerous thing?. Read Blog: https://t.co/p1mEzWmF75	0	0	0	1	 
57181c9ad3d9353ec3529710	... you JUST KNOW it's a plot to grab guns so UN BATTLEMECHS can herd us into SOYLENT GREEN FACTORIES... OMG https://t.co/cghehILlMa	0	1	0	1	 
57183194d3d9353ec3529f4d	Which Trimester Is Riskiest For Zika? - The Atlantic https://t.co/CTpWUwQs1O	0	0	0	1	 
57183228d3d9353ec3529f7b	@terbleu #ZIKA #RIO2016 They will simply not have the energy to compete. They will be curled up in bed with a severe debilitating flu.	0	0	0	1	 
57182b77d3d9353ec3529cf8	Via @NPR: Pregnant Women May Be Able To Get Answers About Zika Earlier https://t.co/udDQHFfpm8	0	0	1	0	 
57181be6d3d9353ec35296c9	#PopeFrancis Ok so when is Francis going to give women permission to access to contraception and abortion. https://t.co/YW7H9YE0kO	0	0	0	1	 
57181ec2d3d9353ec35297fe	From a Bras to Brawls with my Zika mosquito boobie bra size #rhony	0	0	0	0	 
57181b32d3d9353ec3529677	#WaPo How open science can help solve Zika and prepare us f... https://t.co/qyHmx6C8If | https://t.co/rItMKtbw0L https://t.co/docox6BsCo	0	0	1	0	 
57182522d3d9353ec3529afa	US health experts confirm that Zika causes birth defects - BBC News https://t.co/46Oi5yKc1u	0	0	0	1	 
57182ca8d3d9353ec3529d67	"#Green #Environment Break out the bug spray Millburn, Zika's in N.J. - NorthJersey.... https://t.co/3cUFfGKSjE #Wild #Planet #Earth"	0	0	0	1	 
571818a4d3d9353ec35295a6	#Trump2016 Texas Officials Fear Zika-Carrying Mosquitoes Will Enter U.S. from… https://t.co/lhBjPyfu40 #TrumpTrain https://t.co/P9h82rTh7N	0	1	0	1	 
57181f24d3d9353ec3529821	"Hey America....another ""it's Obama's fault"" even if again it's the @HouseGOP @SenateGOP fault https://t.co/cF9JpgcuWB"	0	0	0	0	 
5718270fd3d9353ec3529b9f	look how mosquito bite me now me ago ketch zika ina mi knee	0	0	0	0	 
57181defd3d9353ec35297a6	Senate GOP drafts Zika funding bill for Thursday panel vote.. Related Articles: https://t.co/tspuzLnurc	0	0	0	0	 
57182731d3d9353ec3529baa	"Local Pest Control Companies Getting Lots of Calls About Zika, But Most Say Don't Worry - NBC 10 Philadelphia: NBC… https://t.co/2dtdgeszBa"	0	0	1	0	 
